10248,"Dairy Products,Grains/Cereals",1996-07-04
10249,Produce,1996-07-05
10250,"Condiments,Produce,Seafood",1996-07-08
10251,"Condiments,Grains/Cereals",1996-07-08
10252,"Confections,Dairy Products",1996-07-09
10253,"Beverages,Confections,Dairy Products",1996-07-10
10254,"Beverages,Meat/Poultry,Produce",1996-07-11
10255,"Beverages,Confections,Dairy Products,Seafood",1996-07-12
10256,"Condiments,Meat/Poultry",1996-07-15
10257,"Beverages,Condiments,Confections",1996-07-16
10258,"Beverages,Condiments,Dairy Products",1996-07-17
10259,"Confections,Seafood",1996-07-18
10260,"Beverages,Confections,Grains/Cereals,Seafood",1996-07-19
10261,"Beverages,Confections",1996-07-19
10262,"Condiments,Grains/Cereals,Produce",1996-07-22
10263,"Beverages,Confections,Produce,Seafood",1996-07-23
10264,"Beverages,Seafood",1996-07-24
10265,"Beverages,Meat/Poultry",1996-07-25
10266,"Dairy Products",1996-07-26
10267,"Beverages,Dairy Products,Seafood",1996-07-29
10268,"Dairy Products,Meat/Poultry",1996-07-30
10269,"Dairy Products",1996-07-31
10270,"Beverages,Seafood",1996-08-01
10271,"Dairy Products",1996-08-01
10272,"Confections,Dairy Products",1996-08-02
10273,"Beverages,Dairy Products,Seafood",1996-08-05
10274,"Dairy Products",1996-08-06
10275,"Beverages,Dairy Products",1996-08-07
10276,Seafood,1996-08-08
10277,"Confections,Produce",1996-08-09
10278,"Condiments,Dairy Products,Seafood",1996-08-12
10279,Meat/Poultry,1996-08-13
10280,"Beverages,Meat/Poultry",1996-08-14
10281,"Beverages,Confections",1996-08-14
10282,"Grains/Cereals,Seafood",1996-08-15
10283,"Condiments,Confections,Dairy Products",1996-08-16
10284,"Beverages,Condiments,Confections,Dairy Products",1996-08-19
10285,"Beverages,Meat/Poultry,Seafood",1996-08-20
10286,"Beverages,Confections",1996-08-21
10287,"Beverages,Confections,Seafood",1996-08-22
10288,"Confections,Meat/Poultry",1996-08-23
10289,"Condiments,Grains/Cereals",1996-08-26
10290,"Condiments,Confections,Meat/Poultry",1996-08-27
10291,"Condiments,Produce,Seafood",1996-08-27
10292,Confections,1996-08-28
10293,"Beverages,Condiments,Seafood",1996-08-29
10294,"Beverages,Dairy Products,Meat/Poultry",1996-08-30
10295,Grains/Cereals,1996-09-02
10296,"Confections,Dairy Products",1996-09-03
10297,"Beverages,Dairy Products",1996-09-04
10298,"Beverages,Confections,Dairy Products,Seafood",1996-09-05
10299,"Beverages,Confections",1996-09-06
10300,"Condiments,Confections",1996-09-09
10301,"Grains/Cereals,Seafood",1996-09-09
10302,"Beverages,Meat/Poultry,Produce",1996-09-10
10303,"Condiments,Confections,Seafood",1996-09-11
10304,"Confections,Dairy Products",1996-09-12
10305,"Beverages,Meat/Poultry,Seafood",1996-09-13
10306,"Meat/Poultry,Seafood",1996-09-16
10307,Confections,1996-09-17
10308,"Beverages,Dairy Products",1996-09-18
10309,"Beverages,Condiments,Dairy Products,Grains/Cereals",1996-09-19
10310,Confections,1996-09-20
10311,"Dairy Products,Grains/Cereals",1996-09-20
10312,"Beverages,Meat/Poultry,Produce",1996-09-23
10313,Seafood,1996-09-24
10314,"Confections,Dairy Products,Seafood",1996-09-25
10315,Beverages,1996-09-26
10316,"Confections,Seafood",1996-09-27
10317,Beverages,1996-09-30
10318,"Beverages,Seafood",1996-10-01
10319,"Beverages,Meat/Poultry,Produce",1996-10-02
10320,"Dairy Products",1996-10-03
10321,Beverages,1996-10-03
10322,Grains/Cereals,1996-10-04
10323,"Beverages,Condiments,Confections",1996-10-07
10324,"Beverages,Condiments,Confections,Dairy Products,Seafood",1996-10-08
10325,"Condiments,Dairy Products,Produce,Seafood",1996-10-09
10326,"Beverages,Condiments,Grains/Cereals",1996-10-10
10327,"Beverages,Dairy Products,Seafood",1996-10-11
10328,"Condiments,Confections,Dairy Products",1996-10-14
10329,"Beverages,Confections,Grains/Cereals,Seafood",1996-10-15
10330,"Confections,Dairy Products",1996-10-16
10331,Meat/Poultry,1996-10-16
10332,"Confections,Grains/Cereals,Seafood",1996-10-17
10333,"Confections,Dairy Products,Produce",1996-10-18
10334,"Confections,Grains/Cereals",1996-10-21
10335,"Beverages,Dairy Products,Produce",1996-10-22
10336,Condiments,1996-10-23
10337,"Confections,Dairy Products,Grains/Cereals,Seafood",1996-10-24
10338,"Meat/Poultry,Seafood",1996-10-25
10339,"Condiments,Confections,Meat/Poultry",1996-10-28
10340,"Beverages,Seafood",1996-10-29
10341,"Dairy Products",1996-10-29
10342,"Beverages,Dairy Products,Meat/Poultry,Seafood",1996-10-30
10343,"Beverages,Confections,Grains/Cereals",1996-10-31
10344,Condiments,1996-11-01
10345,"Condiments,Confections,Grains/Cereals",1996-11-04
10346,"Grains/Cereals,Meat/Poultry",1996-11-05
10347,"Beverages,Confections,Seafood",1996-11-06
10348,"Beverages,Grains/Cereals",1996-11-07
10349,Meat/Poultry,1996-11-08
10350,"Confections,Dairy Products",1996-11-11
10351,"Beverages,Condiments,Seafood",1996-11-11
10352,"Beverages,Meat/Poultry",1996-11-12
10353,"Beverages,Dairy Products",1996-11-13
10354,"Beverages,Meat/Poultry",1996-11-14
10355,"Beverages,Grains/Cereals",1996-11-15
10356,"Dairy Products,Meat/Poultry",1996-11-18
10357,"Confections,Dairy Products,Seafood",1996-11-19
10358,"Beverages,Seafood",1996-11-20
10359,"Confections,Dairy Products",1996-11-21
10360,"Beverages,Confections,Meat/Poultry,Produce",1996-11-22
10361,"Beverages,Dairy Products",1996-11-22
10362,"Confections,Meat/Poultry,Produce",1996-11-25
10363,"Beverages,Dairy Products",1996-11-26
10364,"Dairy Products",1996-11-26
10365,"Dairy Products",1996-11-27
10366,Condiments,1996-11-28
10367,"Beverages,Condiments,Meat/Poultry",1996-11-28
10368,"Confections,Grains/Cereals,Produce",1996-11-29
10369,"Grains/Cereals,Meat/Poultry",1996-12-02
10370,"Beverages,Grains/Cereals,Produce",1996-12-03
10371,Seafood,1996-12-03
10372,"Beverages,Confections,Dairy Products",1996-12-04
10373,"Dairy Products,Seafood",1996-12-05
10374,"Dairy Products,Seafood",1996-12-05
10375,"Meat/Poultry,Produce",1996-12-06
10376,"Dairy Products",1996-12-09
10377,"Beverages,Produce",1996-12-09
10378,"Dairy Products",1996-12-10
10379,"Condiments,Seafood",1996-12-11
10380,"Beverages,Dairy Products,Meat/Poultry,Seafood",1996-12-12
10381,Produce,1996-12-12
10382,"Condiments,Dairy Products,Meat/Poultry,Produce,Seafood",1996-12-13
10383,"Confections,Grains/Cereals,Seafood",1996-12-16
10384,"Confections,Dairy Products",1996-12-16
10385,"Confections,Dairy Products,Produce",1996-12-17
10386,Beverages,1996-12-18
10387,"Beverages,Dairy Products,Produce",1996-12-18
10388,"Grains/Cereals,Meat/Poultry,Seafood",1996-12-19
10389,"Beverages,Confections,Meat/Poultry,Seafood",1996-12-20
10390,"Beverages,Dairy Products,Seafood",1996-12-23
10391,Seafood,1996-12-23
10392,"Dairy Products",1996-12-24
10393,"Beverages,Confections,Dairy Products,Produce",1996-12-25
10394,"Confections,Seafood",1996-12-25
10395,"Dairy Products,Meat/Poultry,Seafood",1996-12-26
10396,"Dairy Products,Grains/Cereals",1996-12-27
10397,"Confections,Produce",1996-12-27
10398,"Beverages,Meat/Poultry",1996-12-30
10399,"Beverages,Condiments,Confections,Dairy Products",1996-12-31
10400,"Beverages,Confections,Meat/Poultry",1997-01-01
10401,"Condiments,Dairy Products,Grains/Cereals,Seafood",1997-01-01
10402,"Condiments,Grains/Cereals",1997-01-02
10403,Confections,1997-01-03
10404,"Confections,Grains/Cereals",1997-01-03
10405,Condiments,1997-01-06
10406,"Beverages,Confections,Produce,Seafood",1997-01-07
10407,"Dairy Products",1997-01-07
10408,"Confections,Meat/Poultry,Seafood",1997-01-08
10409,"Confections,Produce",1997-01-09
10410,"Dairy Products",1997-01-10
10411,"Condiments,Dairy Products,Seafood",1997-01-10
10412,Produce,1997-01-13
10413,"Beverages,Confections",1997-01-14
10414,"Confections,Dairy Products",1997-01-14
10415,"Dairy Products,Meat/Poultry",1997-01-15
10416,"Confections,Grains/Cereals,Meat/Poultry",1997-01-16
10417,"Beverages,Condiments,Confections,Seafood",1997-01-16
10418,"Beverages,Condiments,Confections,Produce",1997-01-17
10419,"Dairy Products",1997-01-20
10420,"Beverages,Meat/Poultry,Seafood",1997-01-21
10421,"Condiments,Confections,Meat/Poultry",1997-01-21
10422,Confections,1997-01-22
10423,"Dairy Products",1997-01-23
10424,"Beverages,Confections",1997-01-23
10425,"Beverages,Meat/Poultry",1997-01-24
10426,Grains/Cereals,1997-01-27
10427,Produce,1997-01-27
10428,Seafood,1997-01-28
10429,"Condiments,Confections",1997-01-29
10430,"Confections,Dairy Products,Grains/Cereals,Meat/Poultry",1997-01-30
10431,"Confections,Meat/Poultry,Seafood",1997-01-30
10432,"Confections,Meat/Poultry",1997-01-31
10433,Grains/Cereals,1997-02-03
10434,"Beverages,Dairy Products",1997-02-03
10435,"Beverages,Dairy Products,Grains/Cereals",1997-02-04
10436,"Beverages,Grains/Cereals,Seafood",1997-02-05
10437,Meat/Poultry,1997-02-05
10438,"Beverages,Confections,Grains/Cereals",1997-02-06
10439,"Confections,Dairy Products,Grains/Cereals,Produce",1997-02-07
10440,"Beverages,Condiments,Confections,Meat/Poultry",1997-02-10
10441,Confections,1997-02-10
10442,"Condiments,Dairy Products,Meat/Poultry",1997-02-11
10443,"Dairy Products,Produce",1997-02-12
10444,"Beverages,Confections,Meat/Poultry,Seafood",1997-02-12
10445,"Beverages,Meat/Poultry",1997-02-13
10446,"Beverages,Confections,Dairy Products,Grains/Cereals",1997-02-14
10447,"Condiments,Confections,Dairy Products",1997-02-14
10448,"Confections,Seafood",1997-02-17
10449,"Confections,Grains/Cereals,Seafood",1997-02-18
10450,"Meat/Poultry,Seafood",1997-02-19
10451,"Condiments,Grains/Cereals,Meat/Poultry",1997-02-19
10452,"Condiments,Produce",1997-02-20
10453,"Beverages,Confections",1997-02-21
10454,"Confections,Dairy Products,Seafood",1997-02-21
10455,"Beverages,Condiments,Dairy Products,Meat/Poultry",1997-02-24
10456,Confections,1997-02-25
10457,"Dairy Products",1997-02-25
10458,"Beverages,Confections,Dairy Products,Grains/Cereals,Produce",1997-02-26
10459,"Dairy Products,Produce,Seafood",1997-02-27
10460,"Beverages,Confections",1997-02-28
10461,"Confections,Meat/Poultry,Seafood",1997-02-28
10462,"Grains/Cereals,Seafood",1997-03-03
10463,"Confections,Grains/Cereals",1997-03-04
10464,"Beverages,Condiments,Dairy Products,Grains/Cereals",1997-03-04
10465,"Beverages,Confections,Meat/Poultry,Seafood",1997-03-05
10466,"Dairy Products,Seafood",1997-03-06
10467,"Beverages,Confections",1997-03-06
10468,"Beverages,Seafood",1997-03-07
10469,"Beverages,Condiments,Confections",1997-03-10
10470,"Grains/Cereals,Seafood",1997-03-11
10471,"Grains/Cereals,Produce",1997-03-11
10472,"Beverages,Produce",1997-03-12
10473,"Dairy Products",1997-03-13
10474,"Beverages,Produce,Seafood",1997-03-13
10475,"Beverages,Condiments,Dairy Products",1997-03-14
10476,"Beverages,Meat/Poultry",1997-03-17
10477,"Beverages,Confections",1997-03-17
10478,Seafood,1997-03-18
10479,"Beverages,Dairy Products,Grains/Cereals,Meat/Poultry",1997-03-19
10480,"Confections,Dairy Products",1997-03-20
10481,"Confections,Dairy Products",1997-03-20
10482,Seafood,1997-03-21
10483,"Beverages,Condiments",1997-03-24
10484,"Confections,Produce,Seafood",1997-03-24
10485,"Beverages,Condiments,Meat/Poultry",1997-03-25
10486,"Dairy Products,Produce",1997-03-26
10487,"Confections,Meat/Poultry",1997-03-26
10488,"Dairy Products,Seafood",1997-03-27
10489,"Confections,Dairy Products",1997-03-28
10490,"Beverages,Confections,Dairy Products",1997-03-31
10491,Condiments,1997-03-31
10492,"Confections,Grains/Cereals",1997-04-01
10493,"Condiments,Dairy Products",1997-04-02
10494,Grains/Cereals,1997-04-02
10495,"Condiments,Grains/Cereals,Seafood",1997-04-03
10496,"Dairy Products",1997-04-04
10497,"Condiments,Dairy Products,Grains/Cereals",1997-04-04
10498,"Beverages,Grains/Cereals,Seafood",1997-04-07
10499,"Confections,Produce",1997-04-08
10500,"Condiments,Produce",1997-04-09
10501,Meat/Poultry,1997-04-09
10502,"Beverages,Meat/Poultry,Seafood",1997-04-10
10503,"Condiments,Produce",1997-04-11
10504,"Beverages,Condiments,Confections,Meat/Poultry",1997-04-11
10505,Confections,1997-04-14
10506,"Beverages,Confections",1997-04-15
10507,"Beverages,Confections",1997-04-15
10508,"Beverages,Seafood",1997-04-16
10509,Produce,1997-04-17
10510,"Beverages,Meat/Poultry",1997-04-18
10511,"Condiments,Produce",1997-04-18
10512,"Beverages,Confections,Dairy Products,Seafood",1997-04-21
10513,"Condiments,Confections,Dairy Products",1997-04-22
10514,"Beverages,Condiments,Confections,Grains/Cereals,Produce",1997-04-22
10515,"Confections,Dairy Products,Meat/Poultry",1997-04-23
10516,"Grains/Cereals,Seafood",1997-04-24
10517,"Beverages,Dairy Products,Grains/Cereals",1997-04-24
10518,"Beverages,Condiments",1997-04-25
10519,"Dairy Products,Grains/Cereals,Seafood",1997-04-28
10520,"Beverages,Meat/Poultry",1997-04-29
10521,"Beverages,Confections,Seafood",1997-04-29
10522,"Beverages,Condiments,Seafood",1997-04-30
10523,"Confections,Meat/Poultry,Seafood",1997-05-01
10524,"Beverages,Meat/Poultry,Seafood",1997-05-01
10525,Seafood,1997-05-02
10526,"Beverages,Grains/Cereals,Seafood",1997-05-05
10527,"Condiments,Seafood",1997-05-05
10528,"Dairy Products",1997-05-06
10529,"Confections,Dairy Products,Meat/Poultry",1997-05-07
10530,"Beverages,Condiments,Meat/Poultry",1997-05-08
10531,"Dairy Products",1997-05-08
10532,"Condiments,Seafood",1997-05-09
10533,"Condiments,Dairy Products,Seafood",1997-05-12
10534,"Meat/Poultry,Seafood",1997-05-12
10535,"Dairy Products,Grains/Cereals,Seafood",1997-05-13
10536,"Dairy Products",1997-05-14
10537,"Dairy Products,Produce,Seafood",1997-05-14
10538,"Beverages,Dairy Products",1997-05-15
10539,"Confections,Dairy Products,Seafood",1997-05-16
10540,"Beverages,Condiments,Confections",1997-05-19
10541,"Beverages,Condiments,Dairy Products",1997-05-19
10542,"Dairy Products,Meat/Poultry",1997-05-20
10543,"Dairy Products,Grains/Cereals",1997-05-21
10544,"Beverages,Produce",1997-05-21
10545,"Dairy Products",1997-05-22
10546,"Beverages,Confections,Produce",1997-05-23
10547,"Dairy Products,Seafood",1997-05-23
10548,"Beverages,Seafood",1997-05-26
10549,"Dairy Products,Produce,Seafood",1997-05-27
10550,"Condiments,Confections,Meat/Poultry",1997-05-28
10551,"Beverages,Condiments,Confections",1997-05-28
10552,"Beverages,Dairy Products",1997-05-29
10553,"Beverages,Confections,Dairy Products,Grains/Cereals",1997-05-30
10554,"Condiments,Confections,Grains/Cereals",1997-05-30
10555,"Beverages,Confections,Grains/Cereals,Produce",1997-06-02
10556,"Dairy Products",1997-06-03
10557,"Beverages,Grains/Cereals",1997-06-03
10558,"Confections,Grains/Cereals,Meat/Poultry,Produce,Seafood",1997-06-04
10559,"Meat/Poultry,Seafood",1997-06-05
10560,"Confections,Seafood",1997-06-06
10561,"Condiments,Produce",1997-06-06
10562,"Confections,Dairy Products",1997-06-09
10563,"Grains/Cereals,Seafood",1997-06-10
10564,"Dairy Products,Meat/Poultry",1997-06-10
10565,"Beverages,Grains/Cereals",1997-06-11
10566,"Beverages,Dairy Products,Seafood",1997-06-12
10567,"Dairy Products,Produce",1997-06-12
10568,Seafood,1997-06-13
10569,"Beverages,Dairy Products",1997-06-16
10570,"Dairy Products,Grains/Cereals",1997-06-17
10571,"Grains/Cereals,Produce",1997-06-17
10572,"Beverages,Confections,Dairy Products,Seafood",1997-06-18
10573,"Beverages,Meat/Poultry",1997-06-19
10574,"Confections,Dairy Products,Grains/Cereals,Seafood",1997-06-19
10575,"Beverages,Condiments,Dairy Products",1997-06-20
10576,"Beverages,Condiments,Dairy Products",1997-06-23
10577,"Beverages,Condiments",1997-06-23
10578,"Beverages,Grains/Cereals",1997-06-24
10579,"Beverages,Condiments",1997-06-25
10580,"Condiments,Produce,Seafood",1997-06-26
10581,Beverages,1997-06-26
10582,"Beverages,Grains/Cereals",1997-06-27
10583,"Dairy Products,Meat/Poultry",1997-06-30
10584,"Dairy Products",1997-06-30
10585,Confections,1997-07-01
10586,Grains/Cereals,1997-07-02
10587,"Beverages,Condiments,Confections",1997-07-02
10588,"Grains/Cereals,Seafood",1997-07-03
10589,Beverages,1997-07-04
10590,"Beverages,Condiments",1997-07-07
10591,"Condiments,Meat/Poultry,Produce",1997-07-07
10592,"Condiments,Confections",1997-07-08
10593,"Beverages,Confections,Dairy Products",1997-07-09
10594,"Grains/Cereals,Seafood",1997-07-09
10595,"Beverages,Condiments,Dairy Products",1997-07-10
10596,"Beverages,Condiments,Grains/Cereals",1997-07-11
10597,"Beverages,Condiments,Grains/Cereals",1997-07-11
10598,"Confections,Dairy Products",1997-07-14
10599,Confections,1997-07-15
10600,"Meat/Poultry,Seafood",1997-07-16
10601,"Dairy Products,Seafood",1997-07-16
10602,Condiments,1997-07-17
10603,"Confections,Grains/Cereals",1997-07-18
10604,"Beverages,Confections",1997-07-18
10605,"Confections,Dairy Products",1997-07-21
10606,"Condiments,Confections,Meat/Poultry",1997-07-22
10607,"Dairy Products,Meat/Poultry,Produce,Seafood",1997-07-22
10608,Grains/Cereals,1997-07-23
10609,"Beverages,Confections,Seafood",1997-07-24
10610,Seafood,1997-07-25
10611,"Beverages,Dairy Products",1997-07-25
10612,"Beverages,Confections,Dairy Products,Seafood",1997-07-28
10613,"Beverages,Seafood",1997-07-29
10614,"Beverages,Confections,Dairy Products",1997-07-29
10615,Meat/Poultry,1997-07-30
10616,"Beverages,Dairy Products,Grains/Cereals",1997-07-31
10617,"Dairy Products",1997-07-31
10618,"Condiments,Confections,Grains/Cereals",1997-08-01
10619,"Confections,Grains/Cereals",1997-08-04
10620,"Beverages,Grains/Cereals",1997-08-05
10621,"Beverages,Confections,Dairy Products,Grains/Cereals",1997-08-05
10622,"Beverages,Confections",1997-08-06
10623,"Beverages,Confections,Produce",1997-08-07
10624,"Condiments,Meat/Poultry,Produce",1997-08-07
10625,"Dairy Products,Grains/Cereals,Produce",1997-08-08
10626,"Dairy Products,Meat/Poultry",1997-08-11
10627,"Confections,Seafood",1997-08-11
10628,Beverages,1997-08-12
10629,"Grains/Cereals,Meat/Poultry",1997-08-12
10630,"Beverages,Meat/Poultry",1997-08-13
10631,Beverages,1997-08-14
10632,"Beverages,Dairy Products",1997-08-14
10633,"Confections,Dairy Products,Seafood",1997-08-15
10634,"Beverages,Produce,Seafood",1997-08-15
10635,"Condiments,Grains/Cereals",1997-08-18
10636,"Condiments,Seafood",1997-08-19
10637,"Confections,Dairy Products,Grains/Cereals",1997-08-19
10638,"Condiments,Dairy Products,Seafood",1997-08-20
10639,Seafood,1997-08-20
10640,"Beverages,Dairy Products",1997-08-21
10641,"Beverages,Seafood",1997-08-22
10642,"Condiments,Confections",1997-08-22
10643,"Beverages,Produce,Seafood",1997-08-25
10644,"Beverages,Seafood",1997-08-25
10645,Seafood,1997-08-26
10646,"Beverages,Condiments,Dairy Products,Seafood",1997-08-27
10647,"Beverages,Confections",1997-08-27
10648,"Beverages,Grains/Cereals",1997-08-28
10649,"Dairy Products,Produce",1997-08-28
10650,"Meat/Poultry,Seafood",1997-08-29
10651,"Confections,Grains/Cereals",1997-09-01
10652,"Grains/Cereals,Seafood",1997-09-01
10653,"Confections,Dairy Products",1997-09-02
10654,"Beverages,Condiments,Meat/Poultry",1997-09-02
10655,Seafood,1997-09-03
10656,"Condiments,Confections,Produce",1997-09-04
